1,596,73,394
2,346,35,649
3,673,71,678
4,915,13,620
5,887,946,252
6,739,110,906
7,323,202,437
8,130,768,191
9,612,463,208
10,800,853,145
11,587,789,97
12,472,737,92
13,479,59,784
14,482,973,701
15,99,706,708
16,533,36,558
17,133,637,366
18,337,15,425
19,554,491,337
20,658,287,687
21,784,575,233
22,167,819,768
23,616,746,988
24,107,161,77
25,578,359,496
26,579,941,197
27,492,418,319
28,31,659,660
29,187,710,721
30,837,828,738
31,321,316,250
32,537,884,62
33,172,291,144
34,101,215,164
35,495,416,280
36,946,369,815
37,175,146,315
38,675,315,694
39,304,85,376
40,541,954,408
41,268,583,464
42,338,212,951
43,391,470,213
44,967,16,586
45,219,782,134
46,713,552,692
47,121,957,641
48,805,98,616
49,770,244,608
50,246,380,353
51,317,147,165
52,650,421,799
53,270,710,998
54,703,613,63
55,710,719,306
56,684,982,753
57,896,662,742
58,550,963,341
59,280,328,500
60,649,48,858
61,520,883,240
62,996,936,881
63,752,349,655
64,82,419,638
65,936,622,606
66,530,423,612
67,4,221,968
68,889,688,374
69,667,214,647
70,718,799,925
71,469,551,759
72,9,790,47
73,817,206,138
74,678,896,867
75,736,347,354
76,99,14,699
77,91,114,915
78,876,514,670
79,248,145,559
80,728,596,371
81,982,242,103
82,491,701,124
83,468,335,418
84,583,291,832
85,901,619,447
86,396,330,899
87,614,122,714
88,400,163,969
89,715,668,488
90,761,91,106
91,833,171,740
92,770,949,924
93,464,594,848
94,29,16,359
95,17,660,571
96,7,970,588
97,13,394,627
98,252,879,457
99,472,966,600
100,309,910,505
101,738,143,282
102,471,715,98
103,543,348,71
104,604,205,889
105,253,58,817
106,99,401,242
107,556,536,431
108,732,47,900
109,22,5,363
110,647,656,661
111,463,72,571
112,274,899,446
113,844,355,129
114,82,653,492
115,819,697,702
116,877,220,938
117,165,479,258
118,820,842,676
119,983,161,515
120,766,975,483
121,518,438,192
122,744,96,484
123,281,944,322
124,437,360,187
125,551,384,460
126,522,339,424
127,935,39,827
128,62,771,879
129,683,118,509
130,336,110,862
131,255,960,65
132,592,424,251
133,991,1,337
134,282,180,7
135,867,603,325
136,750,147,897
137,481,843,547
138,793,497,415
139,578,834,382
140,129,782,291
141,431,859,397
142,678,750,991
143,869,702,436
144,406,548,339
145,455,12,56
146,824,116,194
147,312,689,921
148,150,122,825
149,54,458,756
150,449,390,728
151,424,374,401
152,471,876,251
153,605,996,203
154,685,993,625
155,286,262,471
156,129,400,191
157,559,318,793
158,985,545,20
159,530,937,114
160,815,895,58
161,170,992,530
162,625,692,991
163,243,923,792
164,1,364,518
165,113,497,677
166,385,677,263
167,60,39,862
168,314,854,739
169,850,703,333
170,16,407,911
171,240,571,766
172,950,800,791
173,702,410,757
174,212,805,164
175,835,646,859
176,535,237,592
177,606,940,802
178,74,403,580
179,897,675,860
180,330,1,621
181,180,491,112
182,420,521,145
183,26,820,917
184,640,33,973
185,529,657,36
186,518,329,309
187,680,819,350
188,770,141,236
189,669,997,284
190,681,864,574
191,137,998,82
192,364,792,396
193,251,468,960
194,337,621,807
195,965,971,360
196,871,539,27
197,658,838,947
198,733,799,776
199,872,712,264
200,925,643,358
201,255,490,611
202,826,424,309
203,994,210,193
204,731,885,800
205,797,803,197
206,890,45,532
207,486,677,332
208,762,996,912
209,131,267,524
210,943,70,932
211,256,747,594
212,717,629,477
213,753,261,195
214,484,791,823
215,283,309,200
216,916,719,457
217,934,992,398
218,385,232,30
219,748,230,136
220,296,192,106
221,79,794,934
222,492,301,343
223,252,757,884
224,790,681,421
225,365,589,123
226,433,628,942
227,128,718,560
228,970,861,359
229,427,639,306
230,685,388,519
231,213,152,870
232,437,657,441
233,145,488,329
234,162,129,349
235,616,364,631
236,406,829,66
237,736,955,660
238,973,592,815
239,158,95,877
240,390,361,88
241,330,519,293
242,209,141,264
243,866,169,782
244,932,310,420
245,341,899,485
246,467,427,269
247,286,444,253
248,383,728,192
249,744,667,947
250,906,833,28
251,666,988,539
252,602,837,937
253,31,162,704
254,765,552,97
255,87,705,737
256,577,208,851
257,763,161,105
258,716,320,198
259,784,486,971
260,99,477,747
261,157,587,626
262,595,646,29
263,661,919,248
264,104,291,49
265,968,460,963
266,791,22,403
267,122,414,397
268,636,659,855
269,497,710,456
270,501,428,178
271,793,202,668
272,746,119,361
273,94,602,161
274,362,800,881
275,197,811,429
276,529,506,870
277,703,640,982
278,798,637,623
279,45,985,806
280,652,484,320
281,461,810,999
282,769,69,31
283,259,945,332
284,592,485,854
285,872,33,373
286,820,764,177
287,446,447,950
288,913,897,138
289,748,667,919
290,565,146,200
291,673,623,907
292,810,889,239
293,522,775,992
294,726,99,918
295,675,584,43
296,954,741,508
297,444,443,262
298,905,668,247
299,613,906,669
300,897,184,24
301,888,803,115
302,655,545,612
303,338,449,871
304,565,49,974
305,454,375,110
306,221,835,98
307,742,837,586
308,147,392,893
309,33,361,850
310,795,538,774
311,72,902,781
312,814,355,140
313,992,990,896
314,970,951,81
315,457,452,936
316,450,952,793
317,433,648,137
318,530,323,866
319,162,527,944
320,907,530,555
321,612,923,877
322,496,473,49
323,367,191,682
324,846,862,432
325,134,265,660
326,702,656,578
327,613,89,43
328,621,901,93
329,339,147,772
330,305,947,85
331,148,99,693
332,890,928,888
333,552,8,103
334,210,798,35
335,879,41,979
336,511,242,922
337,905,886,775
338,320,511,533
339,167,348,405
340,321,526,42
341,506,34,553
342,181,239,77
343,644,843,683
344,703,924,403
345,351,957,232
346,300,365,824
347,626,954,981
348,120,879,333
349,400,909,63
350,538,393,731
351,835,353,500
352,795,607,38
353,411,674,641
354,923,961,812
355,436,600,356
356,64,910,243
357,241,484,517
358,713,352,713
359,861,418,792
360,469,37,683
361,49,201,33
362,556,713,396
363,913,936,832
364,83,6,51
365,797,902,740
366,519,34,268
367,429,864,114
368,374,677,418
369,101,962,752
370,361,523,52
371,665,993,662
372,707,462,314
373,430,969,948
374,172,403,480
375,210,940,319
376,831,972,111
377,93,195,428
378,414,887,651
379,298,247,475
380,38,121,32
381,472,385,467
382,735,74,433
383,866,288,407
384,188,483,50
385,575,598,891
386,985,182,982
387,898,234,199
388,42,798,777
389,356,569,278
390,523,944,872
391,407,884,726
392,912,933,745
393,863,73,605
394,502,660,831
395,996,305,848
396,529,267,570
397,255,425,526
398,330,958,762
399,717,270,176
400,725,787,929
401,58,149,494
402,512,312,808
403,974,882,249
404,885,623,306
405,132,656,688
406,347,742,193
407,819,720,738
408,453,139,242
409,803,373,773
410,860,618,853
411,925,28,319
412,374,122,678
413,443,265,161
414,828,551,268
415,708,55,53
416,887,814,257
417,189,756,434
418,159,504,141
419,191,859,152
420,638,844,970
421,143,601,734
422,232,163,101
423,479,924,914
424,993,959,619
425,276,579,950
426,941,160,848
427,552,632,943
428,858,527,851
429,424,138,512
430,88,13,587
431,399,637,968
432,954,604,806
433,543,340,682
434,417,864,68
435,45,60,781
436,383,107,427
437,830,689,335
438,938,392,822
439,31,977,527
440,286,744,179
441,908,246,838
442,397,218,496
443,727,786,13
444,895,132,178
445,136,828,770
446,305,594,334
447,579,68,262
448,439,712,57
449,857,982,920
450,986,219,320
451,506,972,251
452,495,978,699
453,235,450,238
454,61,140,969
455,389,963,108
456,243,983,236
457,368,849,76
458,224,501,263
459,912,149,588
460,72,469,260
461,428,694,90
462,182,447,788
463,166,556,713
464,890,111,918
465,625,225,749
466,615,218,963
467,780,564,196
468,33,542,633
469,55,949,674
470,396,465,573
471,936,300,953
472,458,611,827
473,169,652,807
474,538,178,460
475,110,760,896
476,422,98,4
477,264,788,935
478,891,392,80
479,52,320,320
480,30,184,220
481,956,662,879
482,388,42,168
483,230,230,288
484,754,190,920
485,443,752,779
486,346,722,972
487,515,731,189
488,140,832,286
489,699,913,884
490,511,128,569
491,425,113,947
492,375,436,615
493,877,589,141
494,604,979,706
495,582,139,120
496,874,787,778
497,701,343,1
498,373,776,385
499,712,74,334
500,895,700,602
501,348,519,873
502,31,422,930
503,873,344,814
504,522,897,651
505,586,953,816
506,972,492,268
507,954,658,73
508,896,424,766
509,980,478,142
510,393,24,959
511,791,113,175
512,334,668,283
513,523,719,148
514,305,690,61
515,505,80,762
516,514,917,698
517,641,596,565
518,882,924,722
519,91,532,487
520,605,92,284
521,344,322,133
522,159,910,527
523,82,390,473
524,722,273,19
525,833,112,51
526,143,982,632
527,863,800,617
528,536,959,978
529,674,328,499
530,685,326,815
531,842,581,778
532,118,16,190
533,413,937,456
534,162,11,70
535,243,358,558
536,850,384,661
537,558,155,147
538,506,9,997
539,245,904,156
540,705,480,308
541,704,423,927
542,51,661,795
543,434,771,907
544,559,302,711
545,458,443,467
546,615,461,386
547,724,741,238
548,172,630,394
549,480,575,578
550,817,309,465
551,501,654,473
552,24,998,760
553,693,146,884
554,535,28,875
555,790,640,256
556,361,156,470
557,793,880,680
558,335,830,748
559,947,827,255
560,220,403,487
561,702,912,4
562,333,745,238
563,529,7,589
564,525,84,22
565,802,4,983
566,550,366,717
567,850,748,158
568,86,951,415
569,434,978,268
570,118,833,701
571,783,369,716
572,937,547,208
573,689,611,227
574,432,441,640
575,326,567,650
576,395,749,782
577,506,463,926
578,548,699,16
579,304,187,173
580,952,605,117
581,301,546,82
582,267,17,806
583,244,395,621
584,597,822,739
585,813,135,978
586,663,583,474
587,578,280,627
588,457,804,277
589,982,42,726
590,600,540,305
591,29,919,727
592,397,273,794
593,238,507,464
594,526,863,153
595,13,484,667
596,902,516,363
597,809,241,503
598,135,126,799
599,340,26,724
600,825,438,549
601,692,353,250
602,18,321,833
603,746,731,472
604,756,826,395
605,589,28,692
606,293,534,240
607,611,669,53
608,196,865,332
609,542,725,159
610,292,356,611
611,614,212,603
612,449,493,136
613,764,66,116
614,78,138,281
615,480,543,799
616,209,67,192
617,715,311,578
618,6,801,510
619,432,122,518
620,333,109,766
621,436,61,402
622,264,814,158
623,682,819,891
624,43,22,198
625,565,650,511
626,907,231,939
627,708,403,610
628,457,596,237
629,350,49,314
630,661,65,592
631,413,8,437
632,101,108,752
633,798,421,959
634,596,120,685
635,443,916,834
636,994,943,514
637,401,693,815
638,229,968,760
639,182,683,827
640,159,772,638
641,594,246,453
642,199,618,585
643,780,523,338
644,787,348,298
645,656,877,452
646,59,180,379
647,382,48,979
648,668,635,143
649,819,573,93
650,812,710,106
651,97,58,770
652,205,606,691
653,660,502,273
654,25,367,85
655,911,176,337
656,151,642,669
657,852,931,266
658,730,407,758
659,497,214,846
660,405,966,201
661,227,521,866
662,12,780,463
663,171,799,833
664,77,921,323
665,484,964,953
666,540,571,132
667,436,762,241
668,112,343,427
669,322,698,235
670,738,572,481
671,750,914,248
672,982,746,381
673,24,274,12
674,827,465,671
675,284,807,996
676,467,566,960
677,87,942,1
678,417,159,341
679,48,719,233
680,318,433,750
681,146,971,943
682,152,88,66
683,416,461,773
684,431,583,675
685,718,42,311
686,535,375,652
687,11,185,822
688,916,234,420
689,708,687,204
690,663,796,123
691,142,941,700
692,248,197,642
693,192,715,654
694,433,23,779
695,368,21,859
696,757,385,391
697,267,826,181
698,369,783,433
699,992,313,54
700,255,14,476
701,367,258,208
702,298,666,2
703,261,929,930
704,818,687,252
705,17,678,219
706,90,589,624
707,15,576,229
708,1,745,441
709,144,597,438
710,319,690,902
711,80,345,316
712,674,367,626
713,941,688,393
714,974,146,734
715,392,598,716
716,29,380,974
717,789,851,934
718,357,366,585
719,992,399,642
720,24,480,866
721,412,657,553
722,793,959,937
723,165,752,24
724,379,170,372
725,482,245,62
726,655,453,523
727,264,758,695
728,806,75,637
729,564,552,341
730,610,951,27
731,616,855,764
732,154,390,565
733,532,720,93
734,846,673,61
735,742,510,681
736,593,35,70
737,446,492,263
738,893,797,979
739,654,726,128
740,46,836,869
